cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Florida",7/9/2016,7/10/2016,"JMC Enterprises","C",700,"lv",.0070036,42,47,,,42.98203,50.39451,,,"","http://winwithjmc.com/wp-content/uploads/2016/07/Florida-Executive-Summary.pdf",44555,67854,7/11/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/7/2016,7/11/2016,"GfK Group","B+",837,"rv",.0069923,40,36,6,,43.2226,43.42019,1.78571,,"","http://ap-gfkpoll.com/main/wp-content/uploads/2016/07/July-2016-AP-GfK-Poll-Posted-Topline_Clinton_Trump.pdf",44584,67947,7/14/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"New Hampshire",9/14/2016,9/20/2016,"Google Consumer Surveys","B",85,"lv",.0069894,28.44,37.61,12.73,,35.62145,47.14657,8.698773,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45978,71865,9/22/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"New York",10/17/2016,10/25/2016,"SurveyMonkey","C-",1169,"lv",.0069879,58,31,5,,56.07183,33.00422,1.120656,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47505,74297,10/26/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Michigan",7/30/2016,8/1/2016,"Glengariff Group, Inc.","B",600,"lv",.0069865,41,31.6,7.5,,43.53182,38.15892,2.835102,,"","http://download.gannett.edgesuite.net/detnews/graphics/2016/me_prez_poll_WEB080416.jpg",44764,68493,8/4/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/12/2016,10/18/2016,"USC Dornsife/LA Times","",3019,"lv",.0069683,43.85,44.1,,,44.1431,43.45373,,,"","http://latimes.com/politics/",47058,73633,10/19/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"North Carolina",9/30/2016,10/6/2016,"Ipsos","A-",326,"lv",.0069538,44.16,43.09,,,42.78354,44.49983,,,"","http://www.reuters.com/statesofthenation/",46663,72957,10/10/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Pennsylvania",10/17/2016,10/25/2016,"SurveyMonkey","C-",2131,"lv",.0069167,48,42,6,,46.09715,43.85348,2.120656,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47511,74303,10/26/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Missouri",10/4/2016,10/9/2016,"Google Consumer Surveys","B",585,"lv",.0069156,34.15,30.38,9.23,,39.42239,39.31512,6.231138,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46710,73014,10/10/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/4/2016,10/10/2016,"CVOTER International","C+",1367,"lv",.006903,50.23,44.09,,,47.1935,42.60164,,,"","http://www.upi.com/Top_News/US/2016/10/11/UPICVoter-poll-Hillary-Clinton-gains-as-Donald-Trump-continues-to-slide/2801476186502/",46742,73052,10/11/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Tennessee",9/16/2016,9/29/2016,"Ipsos","A-",495,"lv",.0068899,35.1,47.07,,,34.61872,48.26959,,,"","http://www.reuters.com/statesofthenation/",46374,72502,10/3/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/27/2016,8/29/2016,"YouGov","B",1119,"rv",.0068554,42,37,7,,45.2385,42.5596,3.729686,,"","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/d1qd4msxfd/econTabReport.pdf",45239,69547,8/30/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/10/2016,10/12/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1500,"lv",.0068184,41,43,6,,41.15705,46.60985,3.785709,,"","http://m.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct13",46777,73149,10/13/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Louisiana",9/9/2016,9/29/2016,"Ipsos","A-",427,"lv",.0068031,37.53,49.56,,,37.16497,50.65403,,,"","http://www.reuters.com/statesofthenation/",46352,72480,10/3/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Connecticut",9/27/2016,10/3/2016,"Google Consumer Surveys","B",312,"lv",.0067923,44.46,26.58,3.91,,50.4845,35.77641,.4967363,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46465,72663,10/5/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Michigan",9/30/2016,10/6/2016,"Ipsos","A-",418,"lv",.0067872,44.75,38.18,,,42.67613,39.15117,,,"","http://www.reuters.com/statesofthenation/",46652,72946,10/10/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Ohio",9/30/2016,10/6/2016,"Ipsos","A-",609,"lv",.0067494,46.21,42.56,,,44.64878,44.00843,,,"","http://www.reuters.com/statesofthenation/",46665,72959,10/10/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/18/2016,10/20/2016,"The Times-Picayune/Lucid","",2127,"lv",.0067335,45,37,6,,44.62375,42.3498,2.845872,,"","https://luc.id/2016-presidential-tracker/",47163,73806,10/21/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Iowa",9/9/2016,9/29/2016,"Ipsos","A-",343,"lv",.0066487,42.15,48.82,,,41.2769,49.70014,,,"","http://www.reuters.com/statesofthenation/",46349,72477,10/3/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Arizona",6/22/2016,6/23/2016,"Public Policy Polling","B+",691,"v",.006633,40,44,,,39.60769,46.62674,,,"","http://aufc.3cdn.net/7df2e97a499c038248_9qm6bxwgr.pdf",44432,67453,6/27/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/27/2016,8/9/2016,"Public Religion Research Institute","",1803,"rv",.006624,48,36,,,47.05371,41.98582,,,"","http://www.prri.org/wp-content/uploads/2016/09/PRRI-RNS-Unaffiliated-Survey-Topline.pdf",46532,72753,10/6/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/22/2016,7/22/2016,"RABA Research","C+",909,"lv",.0066201,39,34,8,,43.04036,37.72352,4.215068,,"","http://www.rabaresearch.com/documents/RABA-Updated-National-Survey-July-2016.pdf",44669,68215,7/23/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Nebraska",9/9/2016,9/29/2016,"Ipsos","A-",197,"lv",.0066159,32.71,51.19,,,31.64184,51.8134,,,"","http://www.reuters.com/statesofthenation/",46361,72489,10/3/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Iowa",6/24/2016,6/28/2016,"Loras College","B-",600,"lv",.0065306,44,31,6,,46.91241,37.31583,1.94359,,"","http://myweb.loras.edu/Loras/PDF/PollIASurveyJune2016.pdf",44484,67621,6/30/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Michigan",6/10/2016,6/22/2016,"Evolving Strategies","",612,"lv",.0065156,47,30,14,,48.30688,37.17266,7.704076,,"","https://ballotpedia.org/Ballotpedia%27s_battleground_poll,_2016",44449,67501,6/29/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Virginia",6/10/2016,6/22/2016,"Evolving Strategies","",612,"lv",.0065156,43,35,11,,45.21692,40.966,4.704076,,"","https://ballotpedia.org/Ballotpedia%27s_battleground_poll,_2016",44453,67505,6/29/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Colorado",10/4/2016,10/9/2016,"Google Consumer Surveys","B",529,"lv",.0064534,41.46,25.52,10.02,,46.74611,34.78381,7.021139,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46691,72995,10/10/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"California",10/17/2016,10/25/2016,"SurveyMonkey","C-",1923,"lv",.0064286,54,31,8,,52.07104,33.00895,4.120656,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47477,74269,10/26/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Montana",9/21/2016,9/26/2016,"Google Consumer Surveys","B",147,"lv",.0064067,32.15,36.3,6.1,,38.80476,45.27144,2.374065,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46260,72319,9/28/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Virginia",10/4/2016,10/9/2016,"Google Consumer Surveys","B",539,"lv",.006386,34.05,36.57,6.35,,39.32172,45.48904,3.351138,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46731,73035,10/10/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Maryland",9/27/2016,10/3/2016,"Google Consumer Surveys","B",461,"lv",.0063596,48.83,23.09,6.86,,54.75562,31.86559,3.446737,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46479,72677,10/5/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Michigan",10/4/2016,10/9/2016,"Google Consumer Surveys","B",587,"lv",.0063565,39.75,28.98,6.55,,45.02839,38.0589,3.551139,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46708,73012,10/10/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Wisconsin",10/4/2016,10/9/2016,"Google Consumer Surveys","B",738,"lv",.0063564,44.29,27.22,3.99,,49.57294,36.4079,.9911385,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46734,73038,10/10/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Arkansas",9/9/2016,9/29/2016,"Ipsos","A-",306,"lv",.0063449,41.3,49.92,,,40.5601,50.78196,,,"","http://www.reuters.com/statesofthenation/",46339,72467,10/3/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Georgia",9/9/2016,9/22/2016,"Ipsos","A-",613,"lv",.0063385,42.71,46.04,,,41.72807,46.54776,,,"","http://www.reuters.com/statesofthenation/",46064,72056,9/26/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Wyoming",9/14/2016,9/20/2016,"Google Consumer Surveys","B",60,"lv",.0063033,30.13,45.26,3.58,,37.07011,54.30691,-.4512264,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45998,71885,9/22/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Wisconsin",8/9/2016,9/1/2016,"SurveyMonkey","C-",2687,"rv",.0062489,39,37,13,,40.69012,43.12055,5.807604,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45391,70597,9/6/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/3/2016,10/9/2016,"CVOTER International","C+",1350,"lv",.0062016,49.92,44.39,,,46.94492,42.87047,,,"","http://www.upi.com/Top_News/US/2016/10/10/UPICVoter-poll-Clinton-pulls-into-5-point-lead-over-Trump/7301476105358/",46579,72871,10/10/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Kentucky",8/2/2016,8/4/2016,"Google Consumer Surveys","B",508,"a",.006179,25,41,,,30.35389,52.62716,,,"","http://www.babbagecofounder.com/2016/08/08/cofounder-pulse-poll-presidential-and-senate-poll-kentucky/",44791,68587,8/8/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Pennsylvania",7/29/2016,8/1/2016,"Franklin & Marshall College","B+",389,"lv",.0061729,49,36,5,,50.01931,42.13363,1.52479,,"","http://www.fandm.edu/uploads/files/517148503881751921-f-m-poll-release-july-2016.pdf",44763,68509,8/4/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Wisconsin",6/11/2016,6/20/2016,"Greenberg Quinlan Rosner (Democracy Corps)","B-",300,"lv",.0061602,44,32,16,,44.83467,37.37909,11.09059,,"","http://www.wvwvaf.org/wp-content/uploads/2016/06/Dcorps_WV_BG_06.30.16_for-release.pdf",44482,67614,6/30/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Oregon",9/27/2016,10/3/2016,"Google Consumer Surveys","B",438,"lv",.0061425,48.01,26.47,5.24,,54.02782,35.63799,1.826736,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46496,72694,10/5/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Indiana",10/4/2016,10/9/2016,"Google Consumer Surveys","B",653,"lv",.0061305,36.04,35.07,6.95,,41.31058,43.96181,3.951138,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46701,73005,10/10/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/11/2016,10/17/2016,"USC Dornsife/LA Times","",2983,"lv",.0061197,43.28,44.92,,,43.56672,44.30355,,,"","http://latimes.com/politics/",47007,73496,10/18/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"North Dakota",9/14/2016,9/20/2016,"Google Consumer Surveys","B",63,"lv",.0060877,17.44,39.19,12.96,,24.48549,48.45071,8.928774,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45976,71863,9/22/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Pennsylvania",9/30/2016,10/6/2016,"Ipsos","A-",468,"lv",.0060705,49.34,42.79,,,48.0445,44.38083,,,"","http://www.reuters.com/statesofthenation/",46668,72962,10/10/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Ohio",7/13/2016,7/15/2016,"YouGov","B",1104,"lv",.0060667,44,40,5,,46.26325,43.88908,2.92951,,"","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/avb7831q36/ForRelease_OH_20160717.pdf",44610,68016,7/17/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/9/2016,10/11/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1500,"lv",.0059838,43,39,7,,43.24209,42.60648,4.728765,,"","http://www.rasmussenreports.com/platinum/political_tracking_crosstabs/october_2016/crosstabs_election_2016_white_house_watch_october_9_11_2016",46756,73109,10/12/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Rhode Island",9/14/2016,9/20/2016,"Google Consumer Surveys","B",50,"lv",.0059805,46.4,30.9,8.84,,53.62499,40.52491,4.808774,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45987,71874,9/22/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Maine",8/17/2016,8/20/2016,"Maine People's Resource Center","C",841,"lv",.005958,42,32,10,,45.0057,37.57217,5.112692,,"","http://mprc.me/research/0816_presidential.pdf",45739,71419,9/14/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Massachusetts",9/16/2016,9/29/2016,"Ipsos","A-",588,"lv",.0059303,50.12,28.38,,,49.14362,29.50693,,,"","http://www.reuters.com/statesofthenation/",46355,72483,10/3/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/13/2016,7/16/2016,"CNN/Opinion Research Corp.","A-",872,"rv",.005908,42,37,13,,44.64386,41.33975,8.325592,,"","http://i2.cdn.turner.com/cnn/2016/images/07/17/rel8a.-.2016.pdf",44608,68014,7/17/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Georgia",10/17/2016,10/25/2016,"SurveyMonkey","C-",2235,"lv",.0058593,44,47,7,,42.13173,48.64748,3.120656,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47483,74275,10/26/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Idaho",9/21/2016,9/26/2016,"Google Consumer Surveys","B",144,"lv",.0058189,22.61,46.46,9.04,,29.22713,55.34272,5.314065,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46247,72306,9/28/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Maine CD-1",6/15/2016,6/21/2016,"University of New Hampshire","B+",247,"lv",.005809,48,33,,,48.14443,37.4574,,,"","http://www.pressherald.com/2016/06/25/data-favorability-ratings-and-likely-voters/",44415,67396,6/26/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Iowa",9/27/2016,10/3/2016,"Google Consumer Surveys","B",411,"lv",.0057969,38.14,29.27,6.48,,44.14667,38.39055,3.066736,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46471,72669,10/5/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/29/2016,8/4/2016,"IBD/TIPP","A-",851,"rv",.0057938,39,35,12,,43.19878,41.89017,6.739063,,"","http://www.investors.com/wp-content/uploads/2016/08/ibdtippINTERNAL_Tables_Aug2016_Horserace_Registered-Voters.pdf",44774,68541,8/5/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Idaho",7/5/2016,7/16/2016,"Dan Jones & Associates","C+",601,"lv",.0057729,23,44,5,,24.77927,48.52059,1.469414,,"","http://idahopoliticsweekly.com/politics/1145-poll-idaho-voters-favor-trump-over-clinton",44617,68028,7/18/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/22/2016,9/26/2016,"Ipsos","A-",1041,"lv",.0057722,42.6,37.4,6.6,,43.7667,40.42126,3.795851,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46166,72214,9/27/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Illinois",9/23/2016,9/29/2016,"Ipsos","A-",422,"lv",.0057526,52.71,33.37,,,51.91835,34.64011,,,"","http://www.reuters.com/statesofthenation/",46347,72475,10/3/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Minnesota",9/16/2016,9/29/2016,"Ipsos","A-",551,"lv",.0057239,42.8,34.63,,,41.70749,35.35427,,,"","http://www.reuters.com/statesofthenation/",46357,72485,10/3/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Oklahoma",7/20/2016,7/25/2016,"SoonerPoll.com","B",298,"lv",.0056864,28.6,53,7,,31.14331,54.45076,4.158878,,"","http://newsok.com/article/5511779",44717,68362,7/31/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Wisconsin",9/16/2016,9/29/2016,"Ipsos","A-",592,"lv",.0056622,42.48,42,,,41.80701,43.13114,,,"","http://www.reuters.com/statesofthenation/",46380,72508,10/3/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Massachusetts",9/27/2016,10/3/2016,"Google Consumer Surveys","B",465,"lv",.0056501,50.2,22.82,7.02,,56.32665,32.45114,3.606736,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46478,72676,10/5/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/12/2016,8/8/2016,"Pew Research Center","B+",3810,"rv",.0056416,50,46,,,49.6028,48.788,,,"","http://www.people-press.org/files/2016/09/09-21-16-campaign-release.pdf",45928,71783,9/21/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/7/2016,9/8/2016,"Gravis Marketing","B-",2348,"lv",.0056366,43,40,7,,43.74352,40.97351,4.316882,,"","http://www.breitbart.com/2016-presidential-race/2016/09/11/breitbartgravis-poll-clinton-at-43-leads-trump-at-40/",45702,71302,9/11/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Florida",10/17/2016,10/25/2016,"SurveyMonkey","C-",2765,"lv",.0055742,47,44,5,,45.08178,45.94496,1.120656,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47482,74274,10/26/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Indiana",9/16/2016,9/29/2016,"Ipsos","A-",340,"lv",.0055605,35.88,53.16,,,34.08931,53.02693,,,"","http://www.reuters.com/statesofthenation/",46348,72476,10/3/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Oregon",6/23/2016,6/27/2016,"icitizen","",555,"rv",.0055566,46,32,,,47.5442,37.51898,,,"","https://icitizen.com/insights/oregon-poll-results-june-2016/",44515,67765,7/7/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/2/2016,10/8/2016,"CVOTER International","C+",1325,"lv",.00555,48.2,45.86,,,45.29197,44.3041,,,"","http://www.upi.com/Top_News/US/2016/10/10/UPICVoter-poll-Clinton-pulls-into-5-point-lead-over-Trump/7301476105358/",46578,72869,10/10/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Missouri",9/1/2016,9/2/2016,"Remington","",1275,"lv",.0055249,38,47,8,,39.60996,49.25578,4.819793,,"","http://themissouritimes.com/33365/poll-shows-republicans-koster-well/",45401,70690,9/6/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"North Carolina",9/16/2016,9/29/2016,"Ipsos","A-",520,"lv",.0055165,48.07,43.58,,,47.40752,44.51585,,,"","http://www.reuters.com/statesofthenation/",46367,72495,10/3/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",6/26/2016,6/29/2016,"Suffolk University","B+",1000,"lv",.0054942,39,35,8,,41.14735,39.92709,5.707496,,"","http://www.usatoday.com/story/news/politics/elections/2016/07/04/usa-today-suffolk-poll-voters-alarmed-trump-clinton/86632526/",44496,67676,7/4/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/8/2016,7/12/2016,"CBS News/New York Times","A-",1358,"rv",.0054881,36,36,12,,39.85534,42.61872,6.723241,,"","https://www.scribd.com/document/318275701/CBS-NYT-POLL-Hillary-Clinton-and-Donald-Trump-tied-going-into-conventions#fullscreen&from_embed",44580,67942,7/14/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/12/2016,10/16/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1500,"lv",.0054838,43,41,5,,43.00431,44.52515,3.005516,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct17",46877,73337,10/17/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/10/2016,10/16/2016,"USC Dornsife/LA Times","",2975,"lv",.0054441,43.68,44.77,,,43.97323,44.16614,,,"","http://latimes.com/politics/",46874,73331,10/17/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/21/2016,9/25/2016,"Ipsos","A-",1044,"lv",.0054251,43.8,38.3,6.1,,45.0651,41.29773,3.252853,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46165,72215,9/27/16,"23:06:17  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/11/2016,7/14/2016,"ABC News/Washington Post","A+",543,"lv",.0054099,45,39,8,,45.55421,42.39597,4.793929,,"","http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-national-poll-july-11-14/2061/",44606,68023,7/18/16,"23:06:17  4 Nov 2016"
